#SampleID	SRR3931522	SRR3931523	SRR3931524	SRR3931525	SRR3931526	SRR3931527	SRR3931528	SRR3931529	SRR3931530	SRR3931531	SRR3931532	SRR3931533	SRR3931534	SRR3931535	SRR3931536	SRR3931537	SRR3931538	SRR3931539	SRR3931540	SRR3931541	SRR3931542	SRR3931543	SRR3931544	SRR3931545	SRR3931546	SRR3931547	SRR3931548	SRR3931549	SRR3931550	SRR3931551	SRR3931552	SRR3931553	SRR3931554	SRR3931555	SRR3931556	SRR3931557	SRR3931558
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas	95.0	1.0	1.0	67.0	27.0	190.0	6.0	305.0	363.0	232.0	55.0	13.0	0	502.0	462.0	208.0	0	17.0	407.0	52.0	3.0	266.0	196.0	46.0	5.0	1.0	449.0	24.0	3.0	602.0	2.0	43.0	4.0	10.0	88.0	27.0	43.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sp._oral_clone_JI021	0	0	0	1.0	0	0	0	0	91.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	7.0	0	0	8.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sputigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales	5.0	8.0	2.0	2.0	3.0	8.0	1.0	5.0	6.0	3.0	1.0	5.0	1.0	11.0	2.0	2.0	0	5.0	9.0	1.0	3.0	6.0	7.0	11.0	0	1.0	6.0	0	3.0	4.0	4.0	6.0	1.0	6.0	3.0	3.0	8.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae	330.0	139.0	65.0	204.0	167.0	317.0	597.0	699.0	931.0	549.0	420.0	189.0	54.0	598.0	464.0	315.0	8.0	82.0	1169.0	458.0	65.0	844.0	623.0	342.0	135.0	19.0	2196.0	179.0	76.0	866.0	147.0	322.0	163.0	51.0	564.0	228.0	459.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Allisonella	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Anaeroglobus	37.0	0	0	14.0	11.0	84.0	0	60.0	33.0	1.0	3.0	0	0	49.0	10.0	15.0	0	0	214.0	2.0	0	149.0	73.0	1.0	0	0	294.0	22.0	0	247.0	0	1.0	0	3.0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister	84.0	62.0	0	18.0	11.0	6.0	0	167.0	44.0	2.0	0	18.0	5.0	19.0	40.0	37.0	0	4.0	34.0	12.0	0	40.0	126.0	21.0	10.0	0	2.0	11.0	0	63.0	5.0	10.0	0	0	1.0	1.0	54.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_sp._oral_clone_MCE7_134	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera	7.0	37.0	0	0	10.0	2.0	0	0	2.0	0	2.0	0	0	41.0	0	0	0	0	23.0	3.0	0	7.0	250.0	1.0	0	0	3.0	0	1.0	0	13.0	0	0	2.0	2.0	0	19.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	835.0	1128.0	699.0	175.0	610.0	3958.0	229.0	305.0	52.0	278.0	751.0	732.0	66.0	738.0	397.0	40.0	12.0	984.0	486.0	1775.0	477.0	775.0	1666.0	3114.0	120.0	230.0	91.0	30.0	369.0	311.0	1239.0	301.0	355.0	1181.0	111.0	1042.0	946.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__;f__;g__Ezakiella	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0	0	7.0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales	0	1.0	0	1.0	0	0	0	0	2.0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae	0	0	0	0	0	1.0	0	0	1.0	0	2.0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas	11.0	6.0	0	9.0	6.0	62.0	0	0	10.0	9.0	35.0	0	7.0	64.0	12.0	28.0	0	1.0	8.0	6.0	0	5.0	29.0	3.0	5.0	0	5.0	11.0	1.0	9.0	0	5.0	1.0	1.0	1.0	23.0	6.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	25.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	5.0	5.0	0	6.0	1.0	1.0	3.0	2.0	3.0	3.0	3.0	0	0	2.0	4.0	4.0	2.0	0	3.0	8.0	4.0	1.0	2.0	4.0	1.0	0	8.0	1.0	4.0	5.0	0	7.0	2.0	1.0	3.0	4.0	4.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	6.0	8.0	0	6.0	3.0	3.0	9.0	8.0	2.0	4.0	11.0	1.0	2.0	14.0	12.0	7.0	5.0	1.0	13.0	11.0	4.0	10.0	9.0	12.0	3.0	1.0	15.0	0	17.0	11.0	0	8.0	2.0	3.0	7.0	8.0	10.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	586.0	717.0	62.0	780.0	772.0	799.0	1298.0	1987.0	770.0	403.0	1713.0	162.0	295.0	1586.0	986.0	473.0	245.0	27.0	1024.0	854.0	381.0	975.0	1155.0	1312.0	853.0	108.0	1147.0	602.0	1505.0	776.0	92.0	1040.0	660.0	272.0	363.0	791.0	1036.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	7.0	3.0	0	1.0	5.0	5.0	8.0	0	2.0	2.0	6.0	3.0	2.0	4.0	10.0	2.0	4.0	3.0	7.0	10.0	14.0	6.0	3.0	8.0	5.0	1.0	6.0	4.0	3.0	5.0	0	8.0	3.0	3.0	11.0	4.0	7.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	1781.0	365.0	25.0	714.0	848.0	430.0	3988.0	828.0	778.0	1906.0	1870.0	80.0	483.0	768.0	2188.0	538.0	1582.0	676.0	1346.0	1832.0	2655.0	897.0	284.0	711.0	579.0	191.0	829.0	1206.0	1366.0	2780.0	419.0	1969.0	1350.0	372.0	2683.0	2346.0	919.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_buccalis	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	3.0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp._oral_clone_EI022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp._oral_clone_EX103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp._oral_clone_FP036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp._oral_taxon_212	55.0	0	0	0	49.0	0	38.0	0	3.0	6.0	189.0	0	3.0	1.0	1.0	2.0	258.0	0	2.0	1.0	1.0	11.0	1.0	15.0	3.0	5.0	2.0	16.0	1.0	20.0	0	161.0	6.0	2.0	1.0	11.0	3.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_wadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria	2.0	2.0	6.0	2.0	0	0	0	0	0	2.0	0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	2.0	0	4.0	0	0	0	2.0	0	0	0	0	1.0	1.0	0	1.0	2.0	1.0	2.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	2.0	0	0	0	0	0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pelagibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Hirschia	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Defluviicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria	2.0	3.0	16.0	1.0	0	0	0	0	2.0	2.0	0	1.0	1.0	1.0	1.0	11.0	19.0	9.0	1.0	0	8.0	0	0	0	5.0	5.0	1.0	6.0	8.0	0	1.0	1.0	4.0	8.0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	5.0	11.0	6.0	7.0	2.0	1.0	2.0	0	10.0	7.0	0	4.0	12.0	1.0	2.0	13.0	15.0	11.0	1.0	2.0	4.0	0	0	0	7.0	0	0	5.0	2.0	2.0	1.0	2.0	1.0	8.0	1.0	9.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	4.0	13.0	50.0	17.0	3.0	3.0	1.0	0	0	2.0	3.0	29.0	8.0	4.0	3.0	5.0	18.0	33.0	3.0	22.0	14.0	4.0	0	1.0	19.0	5.0	3.0	22.0	3.0	1.0	5.0	7.0	10.0	30.0	4.0	4.0	2.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia	19.0	363.0	1367.0	611.0	97.0	27.0	116.0	38.0	5.0	143.0	215.0	1279.0	329.0	126.0	38.0	50.0	868.0	1014.0	222.0	666.0	1132.0	116.0	28.0	76.0	1320.0	300.0	42.0	1552.0	181.0	54.0	261.0	305.0	487.0	554.0	146.0	147.0	40.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__Lautropia_mirabilis	0	21.0	84.0	32.0	3.0	1.0	15.0	0	0	6.0	10.0	90.0	17.0	4.0	1.0	2.0	18.0	61.0	10.0	39.0	52.0	7.0	3.0	5.0	62.0	9.0	1.0	86.0	4.0	1.0	17.0	12.0	28.0	39.0	4.0	10.0	2.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	63.0	230.0	0	27.0	7.0	3.0	19.0	8.0	217.0	170.0	5.0	10.0	68.0	5.0	7.0	113.0	94.0	1.0	11.0	3.0	23.0	7.0	6.0	11.0	171.0	0	18.0	15.0	11.0	6.0	1.0	0	2.0	6.0	9.0	98.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Brachymonas	6.0	28.0	0	2.0	0	0	0	0	0	7.0	0	1.0	1.0	0	0	2.0	1.0	0	2.0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	3.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	592.0	367.0	0	113.0	45.0	17.0	176.0	50.0	71.0	154.0	26.0	70.0	118.0	49.0	59.0	941.0	447.0	13.0	56.0	12.0	135.0	51.0	9.0	46.0	224.0	2.0	254.0	164.0	15.0	105.0	0	20.0	16.0	49.0	97.0	439.0	3.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	2.0	0	1.0	1.0	0	1.0	1.0	0	0	1.0	1.0	0	3.0	0	0	12.0	6.0	1.0	0	2.0	5.0	0	0	3.0	3.0	0	3.0	1.0	2.0	1.0	2.0	3.0	7.0	0	2.0	2.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	789.0	1026.0	212.0	1457.0	843.0	261.0	260.0	75.0	495.0	473.0	348.0	230.0	1740.0	119.0	309.0	1075.0	1772.0	2637.0	146.0	85.0	1744.0	221.0	101.0	293.0	1030.0	282.0	122.0	617.0	359.0	165.0	548.0	185.0	324.0	2317.0	74.0	1545.0	385.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Bergeriella;s__Bergeriella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius	0	0	0	1.0	2.0	0	0	0	1.0	0	1.0	0	1.0	1.0	0	0	4.0	2.0	0	0	1.0	1.0	0	0	1.0	34.0	0	1.0	11.0	0	0	0	8.0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius;s__Conchiformibius_kuhniae	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella	151.0	136.0	5.0	90.0	82.0	137.0	4.0	11.0	48.0	39.0	46.0	77.0	56.0	11.0	66.0	38.0	74.0	157.0	81.0	12.0	53.0	72.0	25.0	7.0	58.0	13.0	65.0	71.0	43.0	16.0	137.0	25.0	122.0	58.0	4.0	63.0	11.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__Eikenella_corrodens	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	1.0	0	0	0	1.0	2.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella	25.0	29.0	306.0	18.0	140.0	23.0	276.0	14.0	3.0	27.0	7.0	24.0	60.0	15.0	9.0	417.0	126.0	114.0	76.0	23.0	75.0	9.0	31.0	109.0	105.0	51.0	15.0	38.0	32.0	74.0	515.0	22.0	42.0	198.0	13.0	82.0	92.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	2638.0	377.0	1050.0	658.0	2042.0	170.0	724.0	149.0	631.0	614.0	414.0	554.0	2556.0	544.0	427.0	911.0	4587.0	3163.0	722.0	686.0	1947.0	535.0	223.0	645.0	3167.0	6729.0	294.0	2218.0	4410.0	250.0	400.0	3305.0	5019.0	2488.0	863.0	848.0	194.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_elongata	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_flavescens	3.0	2.0	1.0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	3.0	8.0	0	0	0	1.0	0	0	0	5.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_lactamica	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_oralis	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
