#SampleID	SRR3931522	SRR3931523	SRR3931524	SRR3931525	SRR3931526	SRR3931527	SRR3931528	SRR3931529	SRR3931530	SRR3931531	SRR3931532	SRR3931533	SRR3931534	SRR3931535	SRR3931536	SRR3931537	SRR3931538	SRR3931539	SRR3931540	SRR3931541	SRR3931542	SRR3931543	SRR3931544	SRR3931545	SRR3931546	SRR3931547	SRR3931548	SRR3931549	SRR3931550	SRR3931551	SRR3931552	SRR3931553	SRR3931554	SRR3931555	SRR3931556	SRR3931557	SRR3931558
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Simonsiella	2.0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	8.0	0	0	1.0	11.0	10.0	0	0	2.0	1.0	0	0	4.0	2.0	0	2.0	3.0	0	0	1.0	2.0	18.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Candidatus_Nitrotoga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio	14.0	1.0	0	6.0	0	0	4.0	0	2.0	31.0	2.0	13.0	2.0	0	23.0	1.0	2.0	5.0	0	5.0	0	1.0	1.0	1.0	7.0	0	6.0	0	1.0	1.0	0	23.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus	1.0	1.0	0	5.0	0	0	0	12.0	70.0	0	12.0	0	0	0	0	2.0	1.0	0	3.0	0	0	11.0	9.0	0	0	0	2.0	0	0	10.0	0	0	0	0	0	8.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium	0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	7.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	6.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0	0	0	0	0	0	0	73.0	1.0	0	1.0	11.0	0	0	6.0	15.0	0	0	0	1.0	0	2.0	1.0	0	0	0	34.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	1.0	1.0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	131.0	82.0	59.0	147.0	342.0	215.0	178.0	90.0	243.0	166.0	190.0	133.0	183.0	266.0	833.0	388.0	34.0	26.0	241.0	200.0	70.0	190.0	126.0	379.0	356.0	30.0	150.0	52.0	75.0	417.0	55.0	104.0	66.0	76.0	187.0	125.0	540.0
sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_concisus	0	4.0	0	1.0	15.0	1.0	0	0	1.0	2.0	0	0	1.0	3.0	4.0	0	0	1.0	10.0	6.0	1.0	2.0	0	27.0	5.0	0	0	0	0	0	9.0	1.0	0	1.0	1.0	1.0	5.0
sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella	0	0	0	2.0	0	0	0	14.0	5.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria	2.0	0	8.0	0	1.0	2.0	2.0	1.0	0	2.0	1.0	2.0	2.0	3.0	0	0	6.0	5.0	3.0	0	2.0	0	0	3.0	4.0	2.0	1.0	3.0	2.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	2.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Acidibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	0	0	0	0	0	0	2.0	1.0	0	0	2.0	0	0	0	0	0	2.0	0	1.0	1.0	4.0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae	74.0	4.0	181.0	35.0	18.0	83.0	243.0	50.0	0	72.0	15.0	216.0	74.0	39.0	33.0	10.0	99.0	42.0	136.0	32.0	290.0	12.0	20.0	113.0	189.0	56.0	74.0	111.0	35.0	55.0	61.0	90.0	38.0	35.0	148.0	123.0	122.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium	20.0	10.0	45.0	17.0	15.0	1.0	102.0	10.0	11.0	379.0	207.0	92.0	38.0	63.0	176.0	72.0	33.0	42.0	101.0	31.0	540.0	19.0	22.0	36.0	202.0	15.0	225.0	145.0	39.0	20.0	256.0	14.0	15.0	11.0	79.0	238.0	59.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0	0	0	0	0	1.0	0	0	0	0	0	1.0	2.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	1.0	1.0	1.0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Sinobacteraceae;g__Nevskia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	2.0	3.0	4.0	2.0	3.0	1.0	0	0	2.0	0	1.0	4.0	3.0	5.0	0	1.0	3.0	5.0	0	6.0	3.0	0	0	1.0	2.0	4.0	2.0	1.0	3.0	1.0	3.0	6.0	3.0	2.0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	47.0	387.0	1819.0	918.0	344.0	940.0	57.0	43.0	60.0	291.0	120.0	3386.0	1609.0	76.0	261.0	13.0	469.0	246.0	107.0	408.0	491.0	21.0	61.0	1016.0	1758.0	2064.0	83.0	226.0	734.0	44.0	2463.0	1252.0	1192.0	1011.0	27.0	205.0	148.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__;s__Bisgaard_Taxon_7	0	5.0	9.0	6.0	0	5.0	2.0	0	0	3.0	1.0	20.0	7.0	0	0	0	2.0	0	0	4.0	3.0	0	0	5.0	8.0	24.0	0	4.0	5.0	0	14.0	13.0	5.0	8.0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter	193.0	365.0	0	406.0	1713.0	141.0	141.0	86.0	648.0	192.0	162.0	1487.0	587.0	609.0	323.0	66.0	165.0	860.0	521.0	189.0	984.0	40.0	129.0	1000.0	365.0	85.0	123.0	135.0	238.0	78.0	379.0	752.0	393.0	661.0	14.0	822.0	123.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter_actinomycetemcomitans	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Gallibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	16.0	340.0	261.0	115.0	146.0	117.0	13.0	6.0	36.0	36.0	22.0	430.0	241.0	32.0	19.0	5.0	69.0	56.0	47.0	64.0	88.0	4.0	11.0	254.0	127.0	480.0	16.0	42.0	73.0	12.0	339.0	284.0	162.0	147.0	5.0	63.0	23.0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mesocricetibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Necropsobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Necropsobacter;s__Necropsobacter_rosorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Rodentibacter	0	4.0	0	3.0	1.0	1.0	0	0	0	0	1.0	6.0	11.0	0	0	0	0	2.0	1.0	0	0	0	0	5.0	1.0	1.0	0	0	2.0	0	3.0	4.0	0	12.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter_pneumotropicus	0	0	0	1.0	0	0	0	0	1.0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella	1.0	0	0	24.0	0	0	0	0	0	0	0	0	249.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	23.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Hydrogenophilalia	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Hydrogenophilalia;o__Hydrogenophilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Hydrogenophilalia;o__Hydrogenophilales;f__Hydrogenophilaceae	0	4.0	2.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	5.0	16.0	0	0	0	0	0	0	2.0	0	1.0	2.0	0	0	1.0	2.0	0	4.0	0	1.0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	1.0	0	0	0	1.0	0	0	3.0	2.0	1.0	2.0	0	2.0	2.0	1.0	1.0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae	69.0	32.0	0	200.0	33.0	41.0	1.0	932.0	667.0	262.0	237.0	50.0	31.0	229.0	309.0	355.0	0	13.0	297.0	78.0	43.0	52.0	524.0	10.0	98.0	1.0	257.0	63.0	1.0	453.0	0	100.0	3.0	23.0	65.0	130.0	14.0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta_sp._canine_oral_taxon_314	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta_sp._canine_oral_taxon_379	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	37.0	39.0	0	171.0	24.0	41.0	4.0	832.0	714.0	259.0	244.0	45.0	34.0	312.0	235.0	417.0	0	18.0	250.0	61.0	23.0	78.0	405.0	18.0	20.0	1.0	210.0	48.0	1.0	481.0	0	84.0	0	27.0	11.0	85.0	41.0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_parvum	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_sp._9:A:D01	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Synergistetes	1.0	0	0	1.0	0	0	0	1.0	0	0	0	3.0	1.0	0	1.0	2.0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales	0	0	0	3.0	0	0	0	2.0	0	1.0	1.0	0	0	0	1.0	3.0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	0	3.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	8.0	3.0	1.0	5.0	4.0	6.0	0	84.0	98.0	29.0	129.0	24.0	1.0	11.0	24.0	32.0	0	1.0	35.0	3.0	2.0	20.0	60.0	1.0	2.0	0	53.0	11.0	0	94.0	0	9.0	1.0	0	1.0	22.0	2.0
sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Fretibacterium	21.0	2.0	0	81.0	2.0	10.0	0	156.0	252.0	85.0	141.0	46.0	5.0	12.0	49.0	60.0	0	1.0	23.0	4.0	1.0	12.0	61.0	0	5.0	0	70.0	27.0	0	110.0	0	9.0	0	1.0	2.0	24.0	2.0
sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes	0	0	0	0	0	0	0	0	14.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes	1.0	24.0	0	2.0	0	1.0	0	5.0	6.0	0	10.0	0	1.0	4.0	2.0	3.0	0	4.0	6.0	0	0	0	3.0	5.0	0	0	2.0	2.0	0	18.0	0	9.0	0	0	0	2.0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma	0	0	0	0	1.0	0	0	0	13.0	0	12.0	0	0	0	0	27.0	0	1.0	0	2.0	0	0	18.0	0	0	0	0	0	0	3.0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__;s__Mycoplasmataceae_genomosp._P1_oral_clone_MB1_G23	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma	0	24.0	0	11.0	0	2.0	0	29.0	0	13.0	7.0	0	1.0	13.0	2.0	2.0	0	0	0	1.0	0	0	12.0	0	1.0	0	0	2.0	1.0	5.0	0	2.0	0	0	0	4.0	2.0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__;f__;g__Candidatus_Xiphinematobacter	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
sk__Chloroplast	0	0	0	16.0	0	0	0	0	0	0	0	5.0	0	1.0	2.0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0
sk__Mitochondria	0	0	0	4.0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
